Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Refund Type,Root Cause,Customer Contacted
DH002338,PET002338,CL000181,2026-03-31,111.13,Cancelled,Retentions,RET027,Death of Pet,Payment Date Misunderstood,No
DH002339,PET002339,CL000082,2026-03-31,47.53,Cancelled,Retentions,RET021,Death of Pet,Agent Forgot,No
DH002340,PET002340,CL000189,2026-03-31,48.02,Cancelled,Retentions,RET019,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002341,PET002341,CL000151,2026-03-31,3.53,Cancelled,Customer Service,CS006,Death of Pet,Agent Forgot,Yes
DH002342,PET002342,CL000131,2026-03-31,2.6,Void,Retentions,RET008,Death of Pet,Payment Date Misunderstood,No
DH002343,PET002343,CL000076,2026-03-31,96.67,Cancelled,Retentions,RET023,Death of Pet,Payment Date Misunderstood,No
DH002344,PET002344,CL000013,2026-03-31,8.3,Void,Customer Service,CS003,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH002345,PET002345,CL000151,2026-03-31,153.36,Void,Retentions,RET005,Cancellation from Renewal (Void),Waiting for Information,No
DH002346,PET002346,CL000101,2026-03-31,13.16,Cancelled,Retentions,RET012,Death of Pet,Waiting for Information,Yes
DH002347,PET002347,CL000133,2026-03-31,1.37,Void,Complaints,CMP003,Death of Pet,Agent Forgot,Yes
DH002348,PET002348,CL000196,2026-03-31,223.3,Void,Retentions,RET023,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH002349,PET002349,CL000101,2026-03-31,19.23,Cancelled,Customer Service,CS005,Death of Pet,Waiting for Information,Yes
DH002350,PET002350,CL000020,2026-03-31,93.63,Cancelled,Claims,CLM007,Death of Pet,Agent Forgot,No
DH002351,PET002351,CL000081,2026-03-31,1.96,Cancelled,Retentions,RET026,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002352,PET002352,CL000079,2026-03-31,18.64,Cancelled,Retentions,RET030,Cancellation Before Premium Due,Agent Forgot,Yes
DH002353,PET002353,CL000073,2026-03-31,70.89,Void,Retentions,RET005,Cancellation from Renewal (Void),Agent Forgot,No
DH002354,PET002354,CL000054,2026-03-31,8.09,Cancelled,Customer Service,CS013,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002355,PET002355,CL000138,2026-03-31,54.44,Void,Retentions,RET014,Cancellation from Renewal (Void),Agent Forgot,No
DH002356,PET002356,CL000103,2026-03-31,76.82,Void,Customer Service,CS001,Cancellation from Renewal (Void),Agent Forgot,Yes
DH002357,PET002357,CL000164,2026-03-31,122.46,Cancelled,Claims,CLM008,Cancellation Before Premium Due,Agent Forgot,Yes
DH002358,PET002358,CL000120,2026-03-31,39.09,Cancelled,Retentions,RET018,Death of Pet,Payment Date Misunderstood,No
DH002359,PET002359,CL000150,2026-03-31,78.49,Void,Complaints,CMP005,Death of Pet,Payment Date Misunderstood,No
DH002360,PET002360,CL000112,2026-03-31,30.61,Void,Claims,CLM006,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH002361,PET002361,CL000090,2026-03-31,89.78,Void,Retentions,RET010,Cancellation from Renewal (Void),Payment Date Misunderstood,Yes
DH002362,PET002362,CL000113,2026-03-31,47.28,Void,Retentions,RET027,Death of Pet,Payment Date Misunderstood,No
DH002363,PET002363,CL000124,2026-03-31,50.93,Cancelled,Customer Service,CS016,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002364,PET002364,CL000141,2026-03-31,16.16,Cancelled,Retentions,RET022,Death of Pet,Waiting for Information,No
DH002365,PET002365,CL000015,2026-03-31,159.16,Cancelled,Customer Service,CS024,Cancellation Before Premium Due,Agent Forgot,No
DH002366,PET002366,CL000127,2026-03-31,28.34,Cancelled,Retentions,RET004,Death of Pet,Waiting for Information,Yes
DH002367,PET002367,CL000198,2026-03-31,51.38,Cancelled,Retentions,RET011,Cancellation Before Premium Due,Agent Forgot,Yes
DH002368,PET002368,CL000178,2026-03-31,155.6,Void,Complaints,CMP004,Cancellation from Renewal (Void),Agent Forgot,Yes
DH002369,PET002369,CL000128,2026-03-31,67.97,Cancelled,Retentions,RET011,Death of Pet,Payment Date Misunderstood,Yes
DH002370,PET002370,CL000010,2026-03-31,9.02,Cancelled,Customer Service,CS015,Death of Pet,Payment Date Misunderstood,No
DH002371,PET002371,CL000068,2026-03-31,5.41,Cancelled,Customer Service,CS017,Death of Pet,Payment Date Misunderstood,No
DH002372,PET002372,CL000047,2026-03-31,15.09,Cancelled,Retentions,RET021,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002373,PET002373,CL000036,2026-03-31,34.46,Cancelled,Claims,CLM005,Death of Pet,Payment Date Misunderstood,No
DH002374,PET002374,CL000039,2026-03-31,31.77,Cancelled,Retentions,RET015,Death of Pet,Payment Date Misunderstood,No
DH002375,PET002375,CL000029,2026-03-31,106.32,Cancelled,Customer Service,CS004,Cancellation Before Premium Due,Agent Forgot,Yes
DH002376,PET002376,CL000002,2026-03-31,10.99,Void,Retentions,RET017,Cancellation from Renewal (Void),Waiting for Information,No
DH002377,PET002377,CL000188,2026-03-31,47.92,Cancelled,Customer Service,CS005,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002378,PET002378,CL000075,2026-03-31,0.93,Void,Retentions,RET003,Death of Pet,Waiting for Information,No
DH002379,PET002379,CL000088,2026-03-31,239.48,Cancelled,Retentions,RET028,Death of Pet,Payment Date Misunderstood,No
DH002380,PET002380,CL000071,2026-03-31,90.34,Cancelled,Customer Service,CS010,Death of Pet,Payment Date Misunderstood,No
DH002381,PET002381,CL000196,2026-03-31,154.36,Cancelled,Retentions,RET011,Cancellation Before Premium Due,Waiting for Information,No
DH002382,PET002382,CL000057,2026-03-31,49.73,Void,Customer Service,CS020,Death of Pet,Payment Date Misunderstood,No
DH002383,PET002383,CL000192,2026-03-31,222.98,Cancelled,Retentions,RET010,Death of Pet,Payment Date Misunderstood,No
DH002384,PET002384,CL000090,2026-03-31,12.62,Cancelled,Retentions,RET016,Death of Pet,Payment Date Misunderstood,Yes
DH002385,PET002385,CL000104,2026-03-31,64.77,Void,Retentions,RET008,Death of Pet,Payment Date Misunderstood,No
DH002386,PET002386,CL000134,2026-03-31,33.98,Cancelled,Retentions,RET021,Death of Pet,Payment Date Misunderstood,No
DH002387,PET002387,CL000028,2026-03-31,1.01,Void,Claims,CLM001,Death of Pet,Agent Forgot,Yes
DH002388,PET002388,CL000147,2026-03-31,219.11,Cancelled,Claims,CLM001,Death of Pet,Waiting for Information,No
DH002389,PET002389,CL000195,2026-03-31,12.09,Cancelled,Retentions,RET003,Death of Pet,Refund Mailbox Delay,No
DH002390,PET002390,CL000109,2026-03-31,19.11,Void,Retentions,RET019,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH002391,PET002391,CL000146,2026-03-31,196.01,Cancelled,Claims,CLM004,Death of Pet,Refund Mailbox Delay,Yes
DH002392,PET002392,CL000150,2026-03-31,25.4,Void,Customer Service,CS023,Cancellation from Renewal (Void),Agent Forgot,No
DH002393,PET002393,CL000027,2026-03-31,143.3,Cancelled,Retentions,RET014,Death of Pet,Agent Forgot,No
DH002394,PET002394,CL000192,2026-03-31,91.14,Void,Retentions,RET011,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH002395,PET002395,CL000142,2026-03-31,13.71,Cancelled,Complaints,CMP002,Cancellation Before Premium Due,Waiting for Information,No
DH002396,PET002396,CL000156,2026-03-31,47.49,Void,Customer Service,CS004,Cancellation from Renewal (Void),Waiting for Information,No
DH002397,PET002397,CL000184,2026-03-31,1.79,Void,Customer Service,CS020,Cancellation from Renewal (Void),Agent Forgot,Yes
DH002398,PET002398,CL000054,2026-03-31,76.76,Cancelled,Retentions,RET010,Death of Pet,Waiting for Information,No
DH002399,PET002399,CL000170,2026-03-31,7.11,Void,Customer Service,CS013,Cancellation from Renewal (Void),Agent Forgot,Yes
DH002400,PET002400,CL000155,2026-03-31,82.43,Cancelled,Retentions,RET002,Death of Pet,Refund Mailbox Delay,No
DH002401,PET002401,CL000192,2026-03-31,8.27,Cancelled,Claims,CLM008,Cancellation Before Premium Due,Waiting for Information,No
DH002402,PET002402,CL000161,2026-03-31,15.58,Cancelled,Retentions,RET024,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002403,PET002403,CL000097,2026-03-31,81.23,Cancelled,Customer Service,CS023,Death of Pet,Refund Mailbox Delay,Yes
DH002404,PET002404,CL000068,2026-03-31,29.76,Void,Complaints,CMP002,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH002405,PET002405,CL000018,2026-03-31,56.33,Void,Customer Service,CS005,Death of Pet,Payment Date Misunderstood,No
DH002406,PET002406,CL000032,2026-03-31,12.53,Cancelled,Complaints,CMP002,Death of Pet,Agent Forgot,No
DH002407,PET002407,CL000062,2026-03-31,17.58,Void,Customer Service,CS003,Cancellation from Renewal (Void),Agent Forgot,Yes
DH002408,PET002408,CL000058,2026-03-31,83.32,Void,Customer Service,CS022,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH002409,PET002409,CL000163,2026-03-31,90.25,Cancelled,Retentions,RET029,Death of Pet,Waiting for Information,No
DH002410,PET002410,CL000043,2026-03-31,162.61,Cancelled,Retentions,RET009,Death of Pet,Agent Forgot,Yes
DH002411,PET002411,CL000162,2026-03-31,38.14,Void,Claims,CLM002,Death of Pet,Payment Date Misunderstood,No
DH002412,PET002412,CL000182,2026-03-31,22.83,Cancelled,Retentions,RET023,Cancellation Before Premium Due,Agent Forgot,No
DH002413,PET002413,CL000100,2026-03-31,58.35,Cancelled,Customer Service,CS006,Cancellation Before Premium Due,Agent Forgot,Yes
DH002414,PET002414,CL000061,2026-04-30,14.66,Cancelled,Retentions,RET024,Death of Pet,Payment Date Misunderstood,Yes
DH002415,PET002415,CL000045,2026-04-30,67.24,Cancelled,Customer Service,CS016,Cancellation Before Premium Due,Agent Forgot,No
DH002416,PET002416,CL000051,2026-04-30,67.96,Cancelled,Customer Service,CS003,Death of Pet,Agent Forgot,Yes
DH002417,PET002417,CL000056,2026-04-30,292.64,Cancelled,Customer Service,CS005,Death of Pet,Waiting for Information,Yes
DH002418,PET002418,CL000143,2026-04-30,44.01,Cancelled,Retentions,RET002,Death of Pet,Agent Forgot,No
DH002419,PET002419,CL000043,2026-04-30,99.71,Cancelled,Customer Service,CS008,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002420,PET002420,CL000135,2026-04-30,16.88,Cancelled,Complaints,CMP003,Death of Pet,Payment Date Misunderstood,Yes
DH002421,PET002421,CL000006,2026-04-30,15.52,Cancelled,Retentions,RET022,Death of Pet,Agent Forgot,Yes
DH002422,PET002422,CL000017,2026-04-30,39.26,Void,Customer Service,CS001,Cancellation from Renewal (Void),Waiting for Information,Yes
DH002423,PET002423,CL000078,2026-04-30,88.43,Cancelled,Retentions,RET029,Death of Pet,Payment Date Misunderstood,Yes
DH002424,PET002424,CL000034,2026-04-30,11.54,Cancelled,Customer Service,CS001,Cancellation Before Premium Due,Agent Forgot,No
DH002425,PET002425,CL000051,2026-04-30,166.19,Void,Customer Service,CS019,Cancellation from Renewal (Void),Agent Forgot,No
DH002426,PET002426,CL000107,2026-04-30,61.06,Cancelled,Retentions,RET013,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002427,PET002427,CL000066,2026-04-30,46.4,Cancelled,Retentions,RET013,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002428,PET002428,CL000189,2026-04-30,11.11,Cancelled,Customer Service,CS010,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002429,PET002429,CL000151,2026-04-30,1.41,Cancelled,Retentions,RET020,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH002430,PET002430,CL000198,2026-04-30,23.2,Void,Retentions,RET008,Death of Pet,Agent Forgot,Yes
DH002431,PET002431,CL000141,2026-04-30,28.25,Void,Retentions,RET009,Cancellation from Renewal (Void),Waiting for Information,No
DH002432,PET002432,CL000045,2026-04-30,249.23,Void,Customer Service,CS002,Death of Pet,Agent Forgot,No
DH002433,PET002433,CL000176,2026-04-30,17.27,Void,Customer Service,CS013,Death of Pet,Payment Date Misunderstood,No
DH002434,PET002434,CL000006,2026-04-30,48.55,Cancelled,Customer Service,CS017,Cancellation Before Premium Due,Agent Forgot,Yes
DH002435,PET002435,CL000018,2026-04-30,92.48,Void,Retentions,RET029,Death of Pet,Refund Mailbox Delay,No
DH002436,PET002436,CL000094,2026-04-30,17.25,Cancelled,Customer Service,CS015,Death of Pet,Refund Mailbox Delay,Yes
DH002437,PET002437,CL000115,2026-04-30,259.5,Void,Customer Service,CS015,Cancellation from Renewal (Void),Agent Forgot,Yes
DH002438,PET002438,CL000175,2026-04-30,9.97,Void,Claims,CLM006,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH002439,PET002439,CL000169,2026-04-30,133.59,Void,Retentions,RET017,Death of Pet,Payment Date Misunderstood,No
DH002440,PET002440,CL000019,2026-04-30,5.32,Void,Customer Service,CS020,Death of Pet,Payment Date Misunderstood,No
DH002441,PET002441,CL000030,2026-04-30,86.53,Cancelled,Customer Service,CS016,Death of Pet,Refund Mailbox Delay,No
DH002442,PET002442,CL000057,2026-04-30,37.07,Void,Claims,CLM006,Death of Pet,Refund Mailbox Delay,No
DH002443,PET002443,CL000102,2026-04-30,14.21,Cancelled,Retentions,RET008,Death of Pet,Agent Forgot,No
DH002444,PET002444,CL000002,2026-04-30,29.86,Cancelled,Customer Service,CS024,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002445,PET002445,CL000065,2026-04-30,65.49,Cancelled,Customer Service,CS019,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002446,PET002446,CL000073,2026-04-30,64.89,Void,Customer Service,CS023,Death of Pet,Payment Date Misunderstood,No
DH002447,PET002447,CL000132,2026-04-30,34.45,Cancelled,Customer Service,CS019,Death of Pet,Waiting for Information,No
DH002448,PET002448,CL000081,2026-04-30,40.26,Cancelled,Customer Service,CS014,Death of Pet,Refund Mailbox Delay,Yes
DH002449,PET002449,CL000010,2026-04-30,48.21,Cancelled,Customer Service,CS004,Death of Pet,Waiting for Information,No
DH002450,PET002450,CL000081,2026-04-30,82.1,Cancelled,Retentions,RET019,Death of Pet,Agent Forgot,Yes
DH002451,PET002451,CL000049,2026-04-30,33.52,Cancelled,Retentions,RET025,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002452,PET002452,CL000175,2026-04-30,65.76,Void,Customer Service,CS023,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH002453,PET002453,CL000177,2026-04-30,1.83,Cancelled,Customer Service,CS010,Cancellation Before Premium Due,Payment Date Misunderstood,Yes
DH002454,PET002454,CL000092,2026-04-30,23.79,Cancelled,Claims,CLM003,Death of Pet,Payment Date Misunderstood,No
DH002455,PET002455,CL000068,2026-04-30,258.6,Cancelled,Claims,CLM007,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002456,PET002456,CL000153,2026-04-30,6.53,Void,Customer Service,CS014,Death of Pet,Payment Date Misunderstood,No
DH002457,PET002457,CL000139,2026-04-30,82.81,Cancelled,Retentions,RET010,Death of Pet,Payment Date Misunderstood,Yes
DH002458,PET002458,CL000095,2026-04-30,47.58,Cancelled,Retentions,RET014,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002459,PET002459,CL000138,2026-04-30,83.61,Void,Retentions,RET021,Death of Pet,Payment Date Misunderstood,No
DH002460,PET002460,CL000174,2026-04-30,51.78,Cancelled,Claims,CLM007,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH002461,PET002461,CL000109,2026-04-30,78.14,Cancelled,Retentions,RET019,Death of Pet,Payment Date Misunderstood,No
DH002462,PET002462,CL000010,2026-04-30,47.54,Cancelled,Retentions,RET011,Death of Pet,Agent Forgot,Yes
DH002463,PET002463,CL000009,2026-04-30,33.97,Cancelled,Claims,CLM007,Cancellation Before Premium Due,Agent Forgot,Yes
DH002464,PET002464,CL000176,2026-04-30,79.41,Cancelled,Claims,CLM010,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002465,PET002465,CL000001,2026-04-30,61.22,Void,Claims,CLM001,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH002466,PET002466,CL000119,2026-04-30,21.2,Cancelled,Retentions,RET018,Death of Pet,Waiting for Information,No
DH002467,PET002467,CL000038,2026-04-30,2.34,Void,Claims,CLM001,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH002468,PET002468,CL000075,2026-04-30,38.15,Cancelled,Retentions,RET029,Death of Pet,Agent Forgot,No
DH002469,PET002469,CL000166,2026-04-30,43.21,Cancelled,Customer Service,CS011,Death of Pet,Agent Forgot,No
DH002470,PET002470,CL000141,2026-04-30,152.18,Cancelled,Customer Service,CS009,Death of Pet,Agent Forgot,Yes
DH002471,PET002471,CL000037,2026-04-30,202.79,Cancelled,Complaints,CMP002,Death of Pet,Waiting for Information,Yes
DH002472,PET002472,CL000038,2026-04-30,84.35,Cancelled,Retentions,RET004,Death of Pet,Waiting for Information,Yes
DH002473,PET002473,CL000109,2026-04-30,4.18,Void,Customer Service,CS001,Death of Pet,Agent Forgot,Yes
DH002474,PET002474,CL000148,2026-04-30,81.8,Cancelled,Retentions,RET004,Cancellation Before Premium Due,Refund Mailbox Delay,Yes
DH002475,PET002475,CL000061,2026-04-30,234.45,Void,Claims,CLM002,Cancellation from Renewal (Void),Agent Forgot,Yes
DH002476,PET002476,CL000113,2026-04-30,7.17,Void,Customer Service,CS022,Death of Pet,Payment Date Misunderstood,Yes
DH002477,PET002477,CL000027,2026-04-30,52.75,Cancelled,Retentions,RET008,Death of Pet,Payment Date Misunderstood,No
DH002478,PET002478,CL000180,2026-04-30,46.48,Void,Retentions,RET003,Death of Pet,Refund Mailbox Delay,Yes
DH002479,PET002479,CL000028,2026-04-30,39.48,Cancelled,Retentions,RET005,Cancellation Before Premium Due,Agent Forgot,Yes
DH002480,PET002480,CL000161,2026-04-30,37.31,Cancelled,Complaints,CMP002,Death of Pet,Agent Forgot,Yes
DH002481,PET002481,CL000178,2026-04-30,93.01,Cancelled,Customer Service,CS011,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH002482,PET002482,CL000099,2026-04-30,84.03,Cancelled,Retentions,RET021,Death of Pet,Payment Date Misunderstood,No
DH002483,PET002483,CL000113,2026-04-30,47.65,Void,Claims,CLM002,Death of Pet,Refund Mailbox Delay,No
DH002484,PET002484,CL000109,2026-04-30,69.78,Cancelled,Customer Service,CS020,Death of Pet,Agent Forgot,Yes
DH002485,PET002485,CL000136,2026-04-30,29.86,Cancelled,Retentions,RET022,Cancellation Before Premium Due,Agent Forgot,No
DH002486,PET002486,CL000131,2026-04-30,3.09,Cancelled,Customer Service,CS007,Death of Pet,Agent Forgot,No
DH002487,PET002487,CL000068,2026-04-30,32.6,Cancelled,Customer Service,CS006,Death of Pet,Payment Date Misunderstood,No
DH002488,PET002488,CL000025,2026-04-30,118.11,Void,Claims,CLM009,Cancellation from Renewal (Void),Waiting for Information,No
DH002489,PET002489,CL000174,2026-04-30,30.47,Void,Complaints,CMP003,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH002490,PET002490,CL000031,2026-04-30,18.39,Cancelled,Customer Service,CS023,Cancellation Before Premium Due,Agent Forgot,No
DH002491,PET002491,CL000195,2026-04-30,1.98,Cancelled,Retentions,RET005,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH002492,PET002492,CL000086,2026-04-30,64.83,Void,Claims,CLM009,Cancellation from Renewal (Void),Agent Forgot,Yes
DH002493,PET002493,CL000017,2026-04-30,90.22,Cancelled,Customer Service,CS018,Death of Pet,Payment Date Misunderstood,No
DH002494,PET002494,CL000027,2026-04-30,31.91,Cancelled,Claims,CLM003,Death of Pet,Payment Date Misunderstood,No
DH002495,PET002495,CL000070,2026-04-30,15.77,Cancelled,Retentions,RET015,Cancellation Before Premium Due,Agent Forgot,No
